nhm_id,hru_id,model_hru_idx,vpu,areasqkm
29828,7361,7361,17,18.54277794870021
29829,7362,7362,17,11.595522613782853
29833,7363,7363,17,2.9207304733403623
29834,7364,7364,17,13.8507695446541
29835,7365,7365,17,3.399077295584604
29836,7366,7366,17,1.1184726009144783
29837,7367,7367,17,0.184050031499967
29838,7368,7368,17,2.0130887607539445
29839,7369,7369,17,2.673661275245932
29840,7370,7370,17,0.8549994779992737
29841,7371,7371,17,0.0454500630001053
29842,7372,7372,17,0.0949499099999889
29843,7373,7373,17,3.3058973798779547
29844,7374,7374,17,0.9619026246270352
30004,7375,7375,17,3.0231520875718108
30007,7376,7376,17,4.106345019975633
30009,7377,7377,17,13.20879790883407
30010,7378,7378,17,4.811181602243944
30013,7379,7379,17,1.5281999189992548
30014,7380,7380,17,0.2029499055006206
30015,7381,7381,17,4.837260290094726
30018,7382,7382,17,7.564061207984209
30019,7383,7383,17,8.19223781101831
30020,7384,7384,17,11.574246185973168
30021,7385,7385,17,1.873553346026536
30022,7386,7386,17,3.911670001228109
30023,7387,7387,17,2.7645291932715623
30024,7388,7388,17,37.796512355472025
30025,7389,7389,17,14.541638391527623
30026,7390,7390,17,28.510320863186376
30027,7391,7391,17,12.33707930331266
30028,7392,7392,17,7.389183284457147
30029,7393,7393,17,7.90901675605331
30030,7394,7394,17,7.800838278704077
30031,7395,7395,17,22.34061097879356
30032,7396,7396,17,23.922565028525888
30033,7397,7397,17,11.091485907469798
30034,7398,7398,17,1.7398171006151697
30035,7399,7399,17,4.682582849886775
30036,7400,7400,17,32.54557537271702
30037,7401,7401,17,21.97192515826887
30038,7402,7402,17,32.388645403802336
30039,7403,7403,17,4.803403997709825
30040,7404,7404,17,26.59786552395273
30041,7405,7405,17,8.546684179045359
30042,7406,7406,17,8.473741644558794
30045,7407,7407,17,0.2335501079997867
30046,7408,7408,17,3.21668989197883
30048,7409,7409,17,0.6030000900001525
30050,7410,7410,17,20.416885334247976
30051,7411,7411,17,22.95165913940576
30052,7412,7412,17,8.849971327567529
30053,7413,7413,17,13.414811701671026
30056,7414,7414,17,8.406055653957218
30057,7415,7415,17,10.309009381438928
30059,7416,7416,17,28.071366870359267
30060,7417,7417,17,10.769771358837776
30061,7418,7418,17,15.359235267194688
30062,7419,7419,17,1.298962344266761
30067,7420,7420,17,24.860115916265816
30068,7421,7421,17,4.822718225739839
30069,7422,7422,17,19.469755496676072
30070,7423,7423,17,17.314816624794076
30071,7424,7424,17,5.957315182801854
30072,7425,7425,17,4.180962232216686
30073,7426,7426,17,11.787837468888284
30074,7427,7427,17,19.51236387209904
30121,7428,7428,17,12.623612612302956
30122,7429,7429,17,18.44618809869438
30133,7430,7430,17,10.952032260608494
30134,7431,7431,17,7.638367815863431
30137,7432,7432,17,16.140424026555003
30138,7433,7433,17,4.450226234445229
30144,7434,7434,17,16.215007025808482
30145,7435,7435,17,27.4690107807718
30146,7436,7436,17,12.434131342900969
30152,7437,7437,17,3.0261751937689185
30153,7438,7438,17,8.715233250474222
30154,7439,7439,17,4.192641380255688
30155,7440,7440,17,2.179801377468348
30156,7441,7441,17,2.8911426388600616
30157,7442,7442,17,6.595755862176957
30158,7443,7443,17,0.6669004319996238
30537,7444,7444,17,2.0367001439997927
30538,7445,7445,17,12.593557585977942
30539,7446,7446,17,45.43445104206116
30540,7447,7447,17,12.437799866532202
30541,7448,7448,17,31.982991478387397
30542,7449,7449,17,2.0340000359999983
30543,7450,7450,17,29.987513680843023
30544,7451,7451,17,27.569285531642496
30545,7452,7452,17,6.501235970884889
30546,7453,7453,17,5.7119604722762105
30547,7454,7454,17,5.955552629847857
30548,7455,7455,17,10.28689645886761
30549,7456,7456,17,9.410533235689847
30550,7457,7457,17,5.62002117842874
30551,7458,7458,17,1.014267953443136
30552,7459,7459,17,2.593832042056322
30553,7460,7460,17,2.569608609300852
30554,7461,7461,17,5.361191530201301
30555,7462,7462,17,28.89007142593969
30556,7463,7463,17,9.85357864157134
30557,7464,7464,17,24.04092924109943
30558,7465,7465,17,14.708569953393482
30559,7466,7466,17,33.18578402757245
30560,7467,7467,17,26.574666674428457
30561,7468,7468,17,27.98527716613412
30562,7469,7469,17,4.219873018363189
30563,7470,7470,17,11.097652715700397
30564,7471,7471,17,4.425388119709864
30565,7472,7472,17,7.147688011030302
30566,7473,7473,17,17.525071365066477
30568,7474,7474,17,82.35921954732036
30569,7475,7475,17,12.820967969062671
30570,7476,7476,17,16.047879466909862
30572,7477,7477,17,0.024300027000159
30573,7478,7478,17,18.09452627009876
30574,7479,7479,17,2.627074908902265
30575,7480,7480,17,35.222399282908974
30576,7481,7481,17,11.39490062709643
30577,7482,7482,17,21.847275704723074
30578,7483,7483,17,9.546074124279707
30580,7484,7484,17,14.045765450325105
30582,7485,7485,17,32.71507654510591
30583,7486,7486,17,12.705393289993047
30601,7487,7487,17,5.864366600013688
30602,7488,7488,17,3.7269335439863207
30603,7489,7489,17,4.83997502675654
30604,7490,7490,17,11.021175162248612
30605,7491,7491,17,2.520761666023404
30606,7492,7492,17,6.011238698482798
30607,7493,7493,17,9.387916025537551
30608,7494,7494,17,11.529433006964206
30609,7495,7495,17,24.901065789695117
30610,7496,7496,17,26.31253358930781
30611,7497,7497,17,25.80197487233638
30612,7498,7498,17,6.460775199662685
30613,7499,7499,17,87.36332370056263
30614,7500,7500,17,5.182325655927941
30615,7501,7501,17,2.6029353702403606
30616,7502,7502,17,2.109914413758139
30617,7503,7503,17,3.4215051549049638
30618,7504,7504,17,9.84809448509339
30619,7505,7505,17,17.86659445152429
30620,7506,7506,17,37.39385435597827
30621,7507,7507,17,6.058206109056521
30622,7508,7508,17,2.8018438639487586
30623,7509,7509,17,47.97370921508157
30624,7510,7510,17,28.71034056892623
30625,7511,7511,17,2.315331864757717
30626,7512,7512,17,10.246776858284036
30627,7513,7513,17,4.144591078938159
30628,7514,7514,17,2.124000180000573
30629,7515,7515,17,83.46844815784438
30630,7516,7516,17,19.2634020536462
30631,7517,7517,17,23.398860672851445
30632,7518,7518,17,13.637939106649007
30633,7519,7519,17,4.381443921560407
30634,7520,7520,17,2.470255826439679
30635,7521,7521,17,107.78752204608664
30636,7522,7522,17,52.370627584896624
30637,7523,7523,17,1.865268717576444
30638,7524,7524,17,5.728931678422292
30639,7525,7525,17,1.7626844668882675
30640,7526,7526,17,9.9302891704866
30641,7527,7527,17,3.907660874514796
30642,7528,7528,17,3.49170774271363
30643,7529,7529,17,2.270092837786123
30644,7530,7530,17,0.0670500764997601
30645,7531,7531,17,6.449521588697173
30646,7532,7532,17,2.748479036803945
30647,7533,7533,17,0.0084543182647898
30648,7534,7534,17,4.302095573735431
30649,7535,7535,17,13.442025502809882
30650,7536,7536,17,0.0341244746908838
30651,7537,7537,17,66.96839895418358
30652,7538,7538,17,74.84190027183377
30653,7539,7539,17,39.15366166223979
30654,7540,7540,17,20.378189615769383
30655,7541,7541,17,0.9239842283709944
30656,7542,7542,17,35.671815326132744
30657,7543,7543,17,4.07443122706464
30658,7544,7544,17,1.1145185524374557
30659,7545,7545,17,12.583860863116204
30660,7546,7546,17,18.81263847089532
30661,7547,7547,17,32.08702173754028
30662,7548,7548,17,7.094928959955412
30663,7549,7549,17,10.190189527010649
30664,7550,7550,17,24.424260693490687
30665,7551,7551,17,35.159583157771486
30666,7552,7552,17,23.11316844873972
30667,7553,7553,17,5.0224086554663145
30668,7554,7554,17,3.6242217985735983
30669,7555,7555,17,33.76271991496507
30670,7556,7556,17,1.6164070639407189
30671,7557,7557,17,2.1221933860599846
30672,7558,7558,17,24.373902178359188
30673,7559,7559,17,18.443597857648523
30674,7560,7560,17,1.4443958381468356
30675,7561,7561,17,27.89815685429555
30676,7562,7562,17,1.399646254552845
30677,7563,7563,17,14.8541147204386
30678,7564,7564,17,18.94358500056084
30679,7565,7565,17,17.601621904220877
30680,7566,7566,17,22.072177839273145
30681,7567,7567,17,16.49764025753315
30682,7568,7568,17,11.712409044959086
30683,7569,7569,17,10.619966275490343
30684,7570,7570,17,5.550138734409056
30685,7571,7571,17,23.710245705602595
30686,7572,7572,17,60.738725296531
30687,7573,7573,17,30.257123452445583
30688,7574,7574,17,37.06378267904165
30689,7575,7575,17,9.13816777547393
30690,7576,7576,17,0.6682501349983215
30691,7577,7577,17,29.879111917104144
30692,7578,7578,17,51.389087376413976
30693,7579,7579,17,15.25324390599351
30694,7580,7580,17,16.07530653050594
30695,7581,7581,17,44.79293090315522
30696,7582,7582,17,24.32751707633902
30697,7583,7583,17,20.61042926475688
30698,7584,7584,17,9.610220096243244
30699,7585,7585,17,53.31817713129507
30700,7586,7586,17,58.6319212352058
30701,7587,7587,17,7.742571751447931
30702,7588,7588,17,10.09992816304645
30703,7589,7589,17,26.723029028308154
30704,7590,7590,17,16.847772047188094
30705,7591,7591,17,22.24995251529859
30706,7592,7592,17,5.866946935696292
30707,7593,7593,17,21.73331209046702
30708,7594,7594,17,55.81068731552908
30709,7595,7595,17,5.775186024833351
30710,7596,7596,17,6.696114690662533
30711,7597,7597,17,4.286067620518714
30712,7598,7598,17,0.0240323344819471
30713,7599,7599,17,3.230469283213288
30714,7600,7600,17,2.9079808247874976
30715,7601,7601,17,2.024549671499133
30716,7602,7602,17,46.761748500919936
30717,7603,7603,17,10.22085150358512
30718,7604,7604,17,75.45797635275191
30719,7605,7605,17,43.26867454724639
30720,7606,7606,17,43.97487910963947
30721,7607,7607,17,51.781070570863854
30722,7608,7608,17,19.37999782223338
30723,7609,7609,17,63.92895196629146
30724,7610,7610,17,4.256339434200138
30725,7611,7611,17,4.934910853801105
30726,7612,7612,17,36.18066496518952
30727,7613,7613,17,25.71548589881436
30728,7614,7614,17,21.576529543169563
30729,7615,7615,17,27.46447056032304
30730,7616,7616,17,24.53161410299299
30731,7617,7617,17,14.761485762011468
30732,7618,7618,17,3.314675585003406
30733,7619,7619,17,1.1520241944972585
30734,7620,7620,17,0.5039370476998388
30735,7621,7621,17,2.262213087298885
30736,7622,7622,17,32.0119610394983
30737,7623,7623,17,23.122938456511765
30738,7624,7624,17,13.364251747709154
30739,7625,7625,17,71.12729677178747
30740,7626,7626,17,47.32650482650988
30741,7627,7627,17,8.06534506549228
30742,7628,7628,17,15.964882769297304
30743,7629,7629,17,5.931667631203145
30744,7630,7630,17,19.978587349430384
30745,7631,7631,17,9.26511375757251
30746,7632,7632,17,17.84835350482765
30747,7633,7633,17,17.967146211679264
30748,7634,7634,17,3.5523775922359526
30749,7635,7635,17,0.5075221557640937
30750,7636,7636,17,0.2182498875000476
30751,7637,7637,17,8.902933383709222
30752,7638,7638,17,3.670516746789128
30753,7639,7639,17,33.50125787303104
30754,7640,7640,17,17.05939227996655
30755,7641,7641,17,1.5641999415006045
30756,7642,7642,17,2.6239784732788056
30757,7643,7643,17,5.194321963221163
30758,7644,7644,17,0.1579501080001294
30759,7645,7645,17,57.18023400302791
30760,7646,7646,17,58.080965371480445
30761,7647,7647,17,44.24826709030482
30762,7648,7648,17,7.407682972696532
30763,7649,7649,17,2.5829267441432253
30764,7650,7650,17,6.03002473863443
30765,7651,7651,17,12.863748742226496
30766,7652,7652,17,0.0013499865000024
30767,7653,7653,17,0.0333001440000534
30768,7654,7654,17,2.421899689499736
30769,7655,7655,17,0.0968778408834338
30770,7656,7656,17,1.8101378208360672
30771,7657,7657,17,3.673883717281005
30772,7658,7658,17,1.0476132626476884
30773,7659,7659,17,1.7037126315642
30774,7660,7660,17,3.84342383578724
30775,7661,7661,17,11.887778085310638
30776,7662,7662,17,7.229122504190262
30777,7663,7663,17,0.0940499820001125
30778,7664,7664,17,14.882500417559504
30779,7665,7665,17,5.579899478940308
30780,7666,7666,17,1.1790050296185677
30781,7667,7667,17,2.1113946733815765
30782,7668,7668,17,0.1138499099999815
30783,7669,7669,17,16.85145630697034
30784,7670,7670,17,1.6330730080766267
30785,7671,7671,17,5.135040071488306
30786,7672,7672,17,6.1062424161707165
30787,7673,7673,17,3.533731714648783
